Orden_1,0.377874,0.355721,1.21731,3.43261,3.36055,6.2942,5.5019,3.34821,6.03326,4.14157,12153
Orden_2,6.20741,3.58312,6.91708,6.03536,4.58096,4.71424,5.10966,3.54071,8.40099,4.03382,8297
Orden_3,10.5149,5.91452,4.67656,3.98008,5.72436,9.82023,6.65759,5.23674,6.43619,7.24652,12457
Orden_4,10.197,5.37674,8.16145,7.09311,11.5921,12.9406,8.66722,7.59967,4.28641,7.78528,13993
Orden_5,7.05413,6.47003,8.45323,6.6199,9.97038,7.10934,9.9415,3.75686,9.15835,6.31287,15231
Orden_6,9.85651,10.4235,12.7995,9.56261,8.06391,6.12685,11.7567,9.19636,8.90733,12.0993,18211
Orden_7,10.2118,10.343,8.7048,12.9157,15.2193,10.5562,13.9839,11.1042,12.5322,13.0157,23815
Orden_8,11.8451,14.3034,13.445,11.745,14.1759,13.4,15.9357,13.9937,11.8608,11.0972,27505
Orden_9,19.6393,13.6302,16.0973,15.9254,23.3227,17.703,17.5524,17.1043,17.5863,15.4572,35857
Orden_10,25.1853,21.8919,25.1015,15.8877,19.8615,23.2006,18.2949,23.8406,22.1263,32.5219,44441
Orden_11,36.5649,34.5097,36.7425,32.1734,39.0642,30.0646,40.3087,33.9873,31.8055,36.8343,60248
Orden_12,42.7128,43.8864,38.7632,39.6938,38.0089,50.6818,46.6409,38.062,58.3482,43.1739,66001
Orden_13,53.7438,59.1771,51.3728,47.0657,52.8057,53.5571,55.4316,66.2656,59.1573,61.5808,79587
Orden_14,75.6653,69.961,72.2012,75.3845,84.2043,72.8902,79.1682,73.3047,70.6182,82.3851,86759
Orden_15,99.4802,96.2656,101.257,95.4627,97.957,96.3297,99.9217,108.652,98.4101,108.281,99766
Orden_16,166.032,167.28,155.706,152.939,159.543,155.097,169.364,155.063,132.343,84.4124,125649
Orden_17,108.614,108.674,108.555,108.624,108.641,108.436,109.16,110.17,108.8,109.012,133553
