.001713193,.022716
.055862952,.224239
.121158998,.388858
.186054363,.585407
.252512746,.709106
.317246263,.850727
.381424556,.853771
.453166883,.853771
.514961990,.467586
.571137065,.473873
.632491786,.569992
.706836155,.569992
.775910144,.573684
.879035126,.586620
.954404420,.586620
1.023320390,.586620
1.098378894,.586620
1.170225289,.586620
1.244528148,.586620
1.317893527,.586620
1.389799605,.586620
1.462154876,.586620
1.529215933,.586620
1.601830857,.586620
1.673801517,.586620
1.745447141,.586620
1.820139299,.586620
1.894069030,.586620
1.965907670,.586620
2.041406811,.586620
2.109763338,.586620
2.181300976,.519042
