Thread_1,0.00216686,0.00218209,0.00216976,0.00216034,0.00228222,0.00217479,0.00219372,0.00233569,0.00376013,0.0021911,
Thread_2,0.0022373,0.00196153,0.00201402,0.00194215,0.00190639,0.00194981,0.00199801,0.0020258,0.00194107,0.00200306,
Thread_3,0.00214046,0.00221707,0.00225093,0.00202591,0.00218184,0.00203956,0.00202276,0.00204716,0.0020161,0.00198772,
Thread_4,0.00240418,0.00219436,0.00326976,0.0019382,0.00221666,0.00209695,0.0021761,0.00214874,0.00207937,0.00211225,
Thread_5,0.00243191,0.00253278,0.00231112,0.0026636,0.00279408,0.00290822,0.00277922,0.00238891,0.00299168,0.002492,
Thread_6,0.00285744,0.00229815,0.00255098,0.0030361,0.00254168,0.0026962,0.00264245,0.00232257,0.00276552,0.00288584,
Thread_7,0.00291089,0.00324593,0.00294214,0.00365954,0.00336752,0.00311447,0.00285549,0.00338244,0.00308188,0.00335651,
Thread_8,0.00310364,0.00295518,0.00310394,0.0028561,0.00303044,0.00302081,0.00301023,0.00320156,0.00343339,0.00311565,
Thread_9,0.0035304,0.00315987,0.00345953,0.00350092,0.00345862,0.00325214,0.00335255,0.00343709,0.00311243,0.00328963,
Thread_10,0.00408309,0.00383175,0.00390417,0.00393388,0.00387772,0.00390516,0.00406674,0.00401171,0.00412942,0.00436066,
Thread_11,0.004078,0.00449106,0.00394633,0.00399107,0.00394636,0.00389295,0.00409768,0.00400717,0.0157444,0.0039361,
Thread_12,0.00429593,0.0048789,0.00418654,0.0458335,0.00427175,0.00755044,0.00414639,0.00450033,0.00445816,0.00440239,
Thread_13,0.00510321,0.00504742,0.00496056,0.00507167,0.00475791,0.00493862,0.00494008,0.00494718,0.00482797,0.00498597,
Thread_14,0.0456463,0.00469169,0.00470991,0.00473078,0.00491659,0.00497869,0.0332236,0.0138739,0.00472856,0.00469211,
Thread_15,0.0234656,0.00543438,0.0458935,0.0161666,0.0170206,0.0164791,0.0125481,0.025477,0.0503376,0.00548224,
Thread_16,0.0564175,0.0308169,0.111087,0.0134871,0.0591115,0.0143678,0.0441252,0.0145061,0.00583316,0.0214107,
