Thread_1,0.221512,0.202566,0.201453,0.195312,0.19527,0.19474,0.196046,0.195811,0.199832,0.201359,
Thread_2,0.105309,0.106385,0.105393,0.105139,0.105816,0.105181,0.105758,0.105379,0.104581,0.110879,
Thread_3,0.0781534,0.0787519,0.0785215,0.0780788,0.0800999,0.0784958,0.0784169,0.078548,0.0783335,0.0859863,
Thread_4,0.0599777,0.0631873,0.0621535,0.0600485,0.059831,0.0603924,0.0601097,0.0600105,0.0811168,0.0607774,
Thread_5,0.0601533,0.0601656,0.0600397,0.0586801,0.0622178,0.060314,0.058576,0.0582732,0.0786783,0.0595808,
Thread_6,0.0812137,0.0721831,0.0848798,0.0680552,0.0555052,0.0598046,0.0772956,0.0553252,0.0809792,0.0634915,
Thread_7,0.07911,0.0602725,0.0533777,0.0695987,0.0610063,0.0840318,0.0751265,0.0814565,0.0871937,0.0888934,
Thread_8,0.0695547,0.077538,0.0645459,0.0590861,0.0613392,0.0642991,0.0632169,0.0618653,0.0631929,0.0638855,
Thread_9,0.062535,0.062985,0.0679467,0.0630136,0.063249,0.0650859,0.0670177,0.0482012,0.0636126,0.0638571,
Thread_10,0.063759,0.0674287,0.0639581,0.066025,0.0664245,0.064209,0.0683002,0.0651478,0.0712857,0.062021,
Thread_11,0.0693298,0.0654531,0.0669209,0.0681435,0.0677388,0.0663543,0.0672971,0.0705247,0.0702505,0.0667914,
Thread_12,0.0667608,0.0689043,0.0665926,0.065669,0.0659767,0.0719757,0.0707756,0.0691735,0.0690117,0.0711253,
Thread_13,0.067245,0.0701454,0.0696288,0.0687938,0.0682523,0.067891,0.07158,0.0674317,0.0700682,0.0712228,
Thread_14,0.0726897,0.0713126,0.115353,0.0734413,0.0707544,0.0715705,0.0728831,0.0733615,0.0707344,0.0731867,
Thread_15,0.11003,0.0776692,0.0732565,0.0574292,0.072993,0.0725523,0.110927,0.072529,0.0780034,0.0735693,
Thread_16,0.073649,0.0603122,0.15438,0.0586974,0.0761562,0.0741894,0.0607204,0.0571757,0.0914014,0.0616395,
