Thread_1,0.12493,0.116487,0.111808,0.112858,0.119673,0.11205,0.111705,0.11262,0.112253,0.112564,
Thread_2,0.061405,0.0617859,0.0620578,0.0620794,0.0619332,0.0623035,0.0650178,0.0624956,0.0616597,0.0615727,
Thread_3,0.0475799,0.0486352,0.047373,0.0478687,0.0477328,0.0478441,0.0477363,0.047373,0.0477923,0.0472083,
Thread_4,0.0361703,0.0602462,0.0360424,0.0569872,0.0362105,0.0361226,0.0360825,0.0362187,0.0360967,0.0574624,
Thread_5,0.0363893,0.0373424,0.0592122,0.0583984,0.0568941,0.0369209,0.0372771,0.0597537,0.0363976,0.0363638,
Thread_6,0.0338431,0.0475977,0.0510131,0.0493529,0.0370673,0.0481194,0.0336338,0.0334092,0.0318332,0.0364637,
Thread_7,0.0455704,0.0383899,0.0380067,0.0390257,0.0525472,0.0510587,0.053339,0.0377717,0.0491843,0.0378405,
Thread_8,0.0396461,0.0390905,0.0409852,0.0385289,0.0386113,0.0390163,0.0408025,0.0386807,0.0386281,0.0415737,
Thread_9,0.0364681,0.0410378,0.0420861,0.0396723,0.0400295,0.0409353,0.0400188,0.0392438,0.0434846,0.0391418,
Thread_10,0.043708,0.0406009,0.0396174,0.0425674,0.0409497,0.0422545,0.0456166,0.039894,0.0403662,0.0419166,
Thread_11,0.0414538,0.0425132,0.0414933,0.0424411,0.0417652,0.0413202,0.0425497,0.0411592,0.0433592,0.0401071,
Thread_12,0.044345,0.0429977,0.0423938,0.0423857,0.0430908,0.0415421,0.0655174,0.044555,0.0527981,0.0431331,
Thread_13,0.0439929,0.0430176,0.0430494,0.0432579,0.0450079,0.0449956,0.0440866,0.0423975,0.043747,0.045659,
Thread_14,0.0453527,0.0452009,0.04435,0.0445074,0.0451588,0.0455731,0.0448225,0.0444619,0.0472619,0.0462783,
Thread_15,0.0648534,0.0477503,0.0456044,0.0462362,0.0475777,0.046225,0.0466094,0.0468679,0.0880514,0.047058,
Thread_16,0.0431744,0.166944,0.0858909,0.039434,0.0510903,0.0747435,0.058014,0.0903568,0.0394231,0.0360496,
