Thread_1,0.625188,0.63346,0.622167,0.62705,0.622958,0.624167,0.632523,0.622837,0.620645,0.63594,
Thread_2,0.42939,0.425765,0.427785,0.435386,0.425804,0.425708,0.427692,0.437893,0.425486,0.427553,
Thread_3,0.324428,0.32964,0.340246,0.326582,0.327305,0.327478,0.329014,0.334681,0.327907,0.32914,
Thread_4,0.263548,0.264197,0.29102,0.26535,0.268373,0.263769,0.26575,0.26716,0.272616,0.266309,
Thread_5,0.23757,0.237337,0.233873,0.237542,0.245133,0.274733,0.239117,0.259607,0.236102,0.239512,
Thread_6,0.218682,0.238652,0.218421,0.218641,0.235079,0.219129,0.216927,0.2325,0.307546,0.219493,
Thread_7,0.216284,0.244242,0.214726,0.215285,0.229922,0.253901,0.241923,0.226416,0.218563,0.223881,
Thread_8,0.276013,0.286214,0.214191,0.234158,0.275557,0.23263,0.277025,0.256402,0.241975,0.223338,
Thread_9,0.287576,0.272313,0.269066,0.279173,0.264225,0.264704,0.2784,0.281326,0.27074,0.289168,
Thread_10,0.260857,0.267702,0.287313,0.260767,0.262175,0.276815,0.268752,0.263902,0.270118,0.274121,
Thread_11,0.276236,0.27462,0.267388,0.250429,0.249009,0.262021,0.27969,0.25486,0.260561,0.273561,
Thread_12,0.255328,0.266755,0.252439,0.26261,0.253908,0.276703,0.256277,0.25761,0.262621,0.266499,
Thread_13,0.257203,0.270245,0.249333,0.25534,0.308145,0.281525,0.256129,0.266817,0.25638,0.262575,
Thread_14,0.258651,0.319593,0.255909,0.266102,0.257068,0.272189,0.26738,0.267892,0.258479,0.257025,
Thread_15,0.290172,0.31063,0.290552,0.292874,0.297578,0.282155,0.266499,0.346891,0.423147,0.269613,
Thread_16,0.363553,0.41757,0.283383,0.565657,1.15521,1.0927,0.679903,0.2849,0.638257,0.355688,
