Thread_1,0.00743626,0.00902228,0.00744149,0.00730724,0.00736997,
Thread_2,0.00950167,0.00942258,0.0094647,0.0094872,0.00944994,
Thread_3,0.0105315,0.0104669,0.00840697,0.0117231,0.0098305,
Thread_4,0.00862846,0.0103271,0.0096754,0.00961408,0.00932934,
Thread_5,0.0102242,0.0108402,0.0104125,0.00884551,0.00851042,
Thread_6,0.0102504,0.0107712,0.0109863,0.0104889,0.0110399,
Thread_7,0.0103736,0.00934308,0.00995987,0.0106348,0.0133587,
Thread_8,0.0117234,0.0128682,0.00915352,0.0119708,0.0107411,
Thread_9,0.0109301,0.0114229,0.0105061,0.0104774,0.0113013,
Thread_10,0.0122518,0.0128888,0.0124814,0.0129119,0.0121367,
Thread_11,0.0130621,0.0134161,0.0128406,0.0132151,0.0113164,
Thread_12,0.013491,0.012064,0.0133939,0.0130966,0.0130383,
Thread_13,0.0128044,0.0134311,0.0126942,0.0130793,0.0129461,
Thread_14,0.0148956,0.0131042,0.013405,0.0128278,0.0149551,
Thread_15,0.0144848,0.0146536,0.0131673,0.0151628,0.0135242,
Thread_16,0.0146527,0.0142254,0.0151618,0.0141962,0.012769,
Thread_17,0.0135829,0.0126324,0.0142116,0.015063,0.0148745,
Thread_18,0.0141835,0.0146941,0.0139389,0.0138498,0.0142824,
Thread_19,0.0141156,0.0153281,0.0142192,0.014332,0.0141542,
Thread_20,0.0149942,0.0154298,0.0154923,0.0141579,0.0144907,
Thread_21,0.0142672,0.0133205,0.0161506,0.0139395,0.0149256,
Thread_22,0.0142371,0.0153567,0.0157978,0.0151229,0.0152324,
Thread_23,0.0155633,0.0151466,0.015916,0.0158311,0.0153325,
Thread_24,0.0146385,0.0158531,0.0138005,0.0162229,0.0158218,
Thread_25,0.0158458,0.0149082,0.0164026,0.0158046,0.0159559,
Thread_26,0.0161857,0.0156281,0.0154075,0.0146586,0.0152999,
Thread_27,0.0155614,0.0163178,0.0159891,0.0148181,0.0143453,
Thread_28,0.0146393,0.0166203,0.0154149,0.0147828,0.0161897,
Thread_29,0.0161323,0.0172148,0.0161238,0.0156898,0.016487,
Thread_30,0.0162042,0.0169921,0.0166299,0.0179751,0.014268,
Thread_31,0.016453,0.0161086,0.0157828,0.0173738,0.017976,
Thread_32,0.0172911,0.0164194,0.017953,0.0143704,0.0171881,
Thread_33,0.0182233,0.0178557,0.0187228,0.0178454,0.0176955,
Thread_34,0.0181358,0.0182418,0.0183436,0.0186441,0.0183893,
Thread_35,0.0176876,0.020303,0.0190509,0.0183536,0.0210679,
Thread_36,0.0189941,0.0189617,0.0179641,0.0213409,0.019698,
Thread_37,0.019317,0.0197819,0.0201529,0.0189154,0.0195466,
Thread_38,0.0200858,0.0192279,0.0202322,0.0194629,0.0187964,
Thread_39,0.0228459,0.0195609,0.0197869,0.0198437,0.0211842,
Thread_40,0.0202896,0.0197177,0.0363468,0.0204494,0.0179474,
Thread_41,0.019429,0.0195684,0.0196925,0.0201122,0.0210674,
Thread_42,0.0207949,0.0203526,0.0198204,0.0205292,0.0198071,
Thread_43,0.0198298,0.0196012,0.0201805,0.020106,0.0190156,
Thread_44,0.0204761,0.0206223,0.021001,0.0201194,0.0185378,
Thread_45,0.019232,0.0220732,0.0208552,0.0195558,0.0197544,
Thread_46,0.0174953,0.0208298,0.0206367,0.0211434,0.0202019,
Thread_47,0.0218413,0.0458843,0.0209951,0.0219842,0.0202914,
Thread_48,0.0260641,0.0212009,0.0203039,0.0209753,0.0225455,
Thread_49,0.0215979,0.0211393,0.019039,0.0201159,0.0210408,
Thread_50,0.021446,0.0213061,0.0214342,0.0258125,0.0412361,
Thread_51,0.0198524,0.0223065,0.0222024,0.0211753,0.0206594,
Thread_52,0.0278752,0.0202477,0.0454351,0.0206381,0.039992,
Thread_53,0.0188082,0.0234274,0.0205162,0.0534499,0.021253,
Thread_54,0.0240193,0.0424751,0.0200518,0.0405886,0.0192222,
Thread_55,0.0181277,0.0210522,0.0383341,0.0218724,0.0219026,
Thread_56,0.0225314,0.0224929,0.0226956,0.022733,0.0473563,
Thread_57,0.0199175,0.0241832,0.0209547,0.0256684,0.0206168,
Thread_58,0.0212928,0.0223093,0.0427961,0.0234174,0.0225376,
Thread_59,0.0192225,0.0415226,0.0390436,0.0253362,0.0209358,
Thread_60,0.020052,0.0226402,0.0642326,0.0185945,0.0229145,
Thread_61,0.0261882,0.0404204,0.0402295,0.0212403,0.0346577,
Thread_62,0.0348413,0.0304859,0.0247022,0.0233076,0.0201003,
Thread_63,0.0226492,0.0204452,0.0242732,0.0383602,0.0249426,
Thread_64,0.0180236,0.0398177,0.0354503,0.022454,0.0283726,
