Thread_1,9.2772,9.20116,9.18442,9.18468,9.25452,
Thread_2,5.28775,5.26018,5.24689,5.2414,5.26106,
Thread_3,3.69538,3.71475,3.6987,3.70803,3.69492,
Thread_4,2.84911,2.85879,2.85222,2.85353,2.8614,
Thread_5,2.44104,2.43313,2.43566,2.43277,2.43907,
Thread_6,2.10995,2.09536,2.10193,2.15114,2.10338,
Thread_7,1.89029,1.87031,1.87025,1.88312,1.8767,
Thread_8,1.74724,1.73657,1.72315,1.75792,1.73847,
Thread_9,1.65115,1.62039,1.6476,1.63522,1.63013,
Thread_10,1.49232,1.4886,1.52877,1.55007,1.54768,
Thread_11,1.43168,1.44829,1.44174,1.39379,1.44618,
Thread_12,1.36085,1.34463,1.32306,1.33685,1.35063,
Thread_13,1.27437,1.28652,1.27857,1.29517,1.26659,
Thread_14,1.27575,1.27746,1.24311,1.26709,1.26919,
Thread_15,1.19357,1.20081,1.20571,1.19315,1.18501,
Thread_16,1.16674,1.1564,1.15309,1.12123,1.13795,
Thread_17,1.13199,1.11857,1.10174,1.13717,1.12382,
Thread_18,1.13301,1.12337,1.15251,1.12124,1.09671,
Thread_19,1.09158,1.09536,1.07925,1.12994,1.08252,
Thread_20,1.04828,1.06475,1.05388,1.06274,1.06855,
Thread_21,1.00727,1.02155,1.04119,1.02915,1.01332,
Thread_22,1.02527,1.05452,0.997674,1.02719,1.04696,
Thread_23,1.00219,1.01858,1.01048,1.02081,1.0116,
Thread_24,0.976097,1.01624,1.02832,0.982926,0.998809,
Thread_25,1.00575,0.957357,0.999871,1.01085,1.01014,
Thread_26,1.02523,0.954931,0.95362,0.970032,1.01682,
Thread_27,0.9657,0.966521,0.979654,0.962087,0.959915,
Thread_28,0.957386,0.997213,0.956263,0.954914,0.950086,
Thread_29,0.943109,0.941329,0.922857,0.942152,0.94618,
Thread_30,0.940704,0.952436,1.00946,0.920632,0.918052,
Thread_31,1.02257,0.93892,0.982117,0.915474,0.927934,
Thread_32,0.999442,1.04562,0.892738,0.910876,0.989433,
Thread_33,1.05356,1.02167,1.04443,1.05918,1.01339,
Thread_34,1.03679,1.02191,1.06204,1.06221,1.05865,
Thread_35,1.03888,1.05373,1.01978,1.03924,1.0584,
Thread_36,1.08391,1.0328,1.07638,1.02679,1.02555,
Thread_37,1.05387,1.06465,1.04699,1.0771,1.02799,
Thread_38,1.05933,1.07604,1.06079,1.07071,1.03249,
Thread_39,1.05461,1.04544,1.02116,1.04903,1.05136,
Thread_40,1.06618,1.06046,1.08462,1.02507,1.04337,
Thread_41,1.06286,1.0568,1.05307,1.10352,1.03709,
Thread_42,1.05963,1.06753,1.04675,1.04895,1.04028,
Thread_43,1.04726,1.04792,1.05646,1.07702,1.06997,
Thread_44,1.07116,1.04049,1.0541,1.09427,1.06326,
Thread_45,1.04755,1.0811,1.0432,1.05992,1.06538,
Thread_46,1.0812,1.07403,1.05012,1.08257,1.05676,
Thread_47,1.05042,1.04061,1.09485,1.05477,1.0539,
Thread_48,1.0731,1.06574,1.06076,1.05554,1.07019,
Thread_49,1.05343,1.07221,1.0801,1.06632,1.05961,
Thread_50,1.08768,1.06301,1.06692,1.06284,1.06109,
Thread_51,1.06578,1.06519,1.04661,1.07519,1.04268,
Thread_52,1.09008,1.06976,1.07377,1.106,1.06953,
Thread_53,1.08385,1.09012,1.09358,1.14448,1.10394,
Thread_54,1.07938,1.08465,1.07628,1.0791,1.08848,
Thread_55,1.08138,1.07102,1.08018,1.12101,1.09325,
Thread_56,1.10559,1.08902,1.07906,1.12072,1.08736,
Thread_57,1.1036,1.14176,1.07862,1.10539,1.09493,
Thread_58,1.15698,1.0961,1.11125,1.11536,1.12469,
Thread_59,1.10161,1.14336,1.13082,1.12045,1.25014,
Thread_60,1.3614,1.20451,1.13681,1.25277,1.14995,
Thread_61,1.1692,1.23375,1.14134,1.43537,1.16348,
Thread_62,1.19732,1.1655,1.31181,1.15492,1.25913,
Thread_63,1.4164,1.21563,1.27262,1.34344,1.30217,
Thread_64,1.48484,1.4491,1.4498,1.444,1.3641,
