Thread_1,12.9154,12.9394,12.8927,12.8799,12.8807,12.838,12.8804,12.8452,12.8753,12.8322,
Thread_2,7.40209,7.43287,7.48221,7.40993,7.58681,7.43178,7.41046,7.43964,7.42347,7.42238,
Thread_3,5.73877,5.75634,5.74583,5.75605,5.74314,5.73304,5.7522,5.75886,5.75599,5.73963,
Thread_4,4.7129,4.69319,4.73891,4.70309,4.71147,4.71781,4.73684,4.70633,4.71457,4.7091,
Thread_5,4.22222,4.2252,4.24828,4.22598,4.25386,4.23875,4.27774,4.24099,4.22195,4.30075,
Thread_6,3.97412,3.9713,3.98503,3.97837,3.96437,3.97555,3.97998,3.99061,3.98061,3.99405,
Thread_7,3.8218,3.92818,3.88712,3.85437,3.8612,3.84128,3.82689,3.84214,3.83123,3.8399,
Thread_8,3.88463,3.91939,3.89672,3.8671,3.80601,3.85528,3.88733,4.0304,3.9186,4.07126,
Thread_9,4.51445,4.58178,4.58754,4.64576,4.62983,4.72881,4.58286,4.51844,4.59516,4.61782,
Thread_10,4.43317,4.46533,4.47119,4.45486,4.44028,[sala23.salafis.net:21302] Set MCA parameter "orte_base_help_aggregate" to 0 to see all help / error messages,4.45892,4.51544,4.53055,4.4343,
Thread_11,4.36481,4.30688,4.31604,4.32112,4.32445,4.41761,4.32223,4.32343,4.32828,4.28417,
Thread_12,4.17617,4.17841,4.21262,4.2011,4.19344,4.20369,4.22258,4.2207,4.18822,4.21618,
Thread_13,4.24672,4.21801,4.12184,4.141,4.17078,4.18436,4.12614,4.16589,4.15677,4.13641,
Thread_14,4.12958,4.18749,4.2096,4.23798,4.11557,4.25695,4.1527,4.16294,4.12116,4.28292,
Thread_15,4.1842,4.19452,4.16089,4.18322,4.18683,4.12248,4.34673,4.44724,4.17449,4.27083,
Thread_16,6.61587,4.75623,5.07075,7.07682,5.05156,4.79461,4.77968,4.76586,5.16443,4.80222,
