Thread_1,12.5438,12.8095,12.8803,12.7768,12.7925,12.541,12.6176,12.6334,12.6769,12.6296,
Thread_2,7.75369,6.85147,6.84232,6.85787,6.8694,6.87124,6.85788,6.85423,6.86471,6.87189,
Thread_3,4.93124,4.90074,4.90798,4.89824,4.88326,4.97337,5.02787,4.89126,4.9122,4.94751,
Thread_4,4.31454,4.5587,4.27299,4.28936,4.35727,4.4744,4.15553,4.2924,4.29353,4.17393,
Thread_5,5.56273,5.98348,5.59435,6.26301,5.68433,5.55676,5.68633,6.11456,5.54472,6.25945,
Thread_6,5.20564,4.9231,5.41694,5.2,5.21439,4.81784,5.12632,5.21442,5.18512,4.86019,
Thread_7,4.46004,4.4065,4.33925,4.67032,4.38528,4.40548,4.34015,4.33629,4.31566,4.40183,
Thread_8,4.07424,4.00145,4.01136,4.05899,4.07971,4.10285,4.03321,4.07788,4.0584,4.05679,
Thread_9,4.15203,3.85562,4.0311,4.18232,4.12912,3.7086,3.89884,3.91469,4.09059,4.14144,
Thread_10,3.74488,3.65641,3.75273,3.59635,3.7771,3.58939,3.60233,3.612,3.69399,3.66531,
Thread_11,3.60784,3.62297,3.56293,3.80216,3.74842,3.52351,3.71179,3.51579,3.62818,3.52612,
Thread_12,4.85214,4.32746,3.73795,3.6283,3.71822,3.75234,3.51703,3.96217,3.67309,3.58148,
Thread_13,5.00807,5.11169,4.78873,5.58996,5.37245,5.81591,5.13833,4.91442,5.27792,6.76297,
Thread_14,5.01863,5.05908,5.10553,5.08826,7.03885,4.95374,5.06118,5.7573,4.98736,5.57622,
Thread_15,5.29837,5.20001,5.03025,5.11663,4.90696,6.33528,5.05311,5.05078,5.26305,5.53924,
Thread_16,21.3932,5.17074,5.13802,7.27271,5.18469,5.3546,5.51028,5.24585,18.0951,5.54566,
