Thread_1,0.201592,0.199178,0.200305,0.200259,0.199327,0.199538,0.200559,0.200503,0.200582,0.200778
Thread_2,0.134911,0.135538,0.13675,0.134768,0.134915,0.136445,0.136528,0.135211,0.135217,0.137245
Thread_3,0.107905,0.108006,0.106997,0.106948,0.108536,0.107454,0.145074,0.114727,0.107168,0.108536
Thread_4,0.109971,0.103511,0.113224,0.0883181,0.11818,0.118809,0.129434,0.10495,0.106938,0.109542
Thread_5,0.100334,0.109474,0.0982927,0.100061,0.108129,0.11447,0.11599,0.11684,0.0861782,0.10434
Thread_6,0.105797,0.108932,0.100114,0.114879,0.103251,0.105602,0.110532,0.106207,0.114944,0.1044
Thread_7,0.0990096,0.103159,0.0974566,0.0983723,0.107763,0.101575,0.103284,0.0979288,0.10304,0.10278
Thread_8,0.103434,0.103449,0.109095,0.103905,0.103165,0.102023,0.0972518,0.105865,0.105494,0.109528
Thread_9,0.107415,0.107093,0.107328,0.103236,0.106376,0.105225,0.14181,0.100965,0.108172,0.111171
Thread_10,0.0991815,0.101584,0.106169,0.109933,0.106041,0.107715,0.106163,0.105421,0.110556,0.106858
Thread_11,0.119621,0.109217,0.10547,0.103532,0.10663,0.0979771,0.110525,0.106189,0.107615,0.0984576
Thread_12,0.106747,0.122177,0.114886,0.105112,0.113834,0.167474,0.104647,0.104325,0.112688,0.110196
Thread_13,0.15213,0.115393,0.129511,0.224849,0.121347,0.153805,0.306748,0.12515,0.136841,0.152425
Thread_14,21.4909,21.6898,23.8146,24.4447,21.3833,21.4474,25.0946,20.9996,19.6159,20.9423
Thread_15,65.037,47.0935,41.6591,29.1757,29.518,28.8759,37.7469,30.1205,30.1463,28.4532
Thread_16,50.9918,80.2675,42.5204,108.788,98.4086,97.2145,43.1824,39.5183,74.216,67.8014
