Thread_1,160.14,161.813,159.871,161.325,160.517,160.587,161.438,160.337,161.475,160.608,
Thread_2,82.4612,83.9732,84.8618,83.3874,82.6933,83.2046,83.5068,85.2104,84.6552,83.7491,
Thread_3,31.2711,32.0412,32.3915,32.8218,33.6381,33.7005,33.8056,32.778,32.8898,32.768,
Thread_4,25.4745,27.5703,27.1303,27.7218,27.6413,27.8467,27.4033,27.9116,27.2534,26.8009,
Thread_5,23.3552,23.2683,23.1164,22.3993,23.2092,23.384,23.4814,23.4358,25.376,24.375,
Thread_6,21.661,22.2213,22.0159,22.1087,21.8917,21.7574,21.1159,21.464,21.4075,21.2328,
Thread_7,18.3689,17.9167,19.7114,20.7257,20.2291,19.8014,20.659,19.1957,19.6802,20.469,
Thread_8,30.4465,30.3656,30.5073,30.4989,28.5172,29.3697,30.3394,29.3612,29.672,29.691,
Thread_9,28.6511,27.4406,28.7175,28.0332,29.7449,29.793,30.25,30.0644,30.2398,29.9057,
Thread_10,26.3095,26.5089,26.3619,25.9957,26.1312,26.1155,25.3925,25.9617,26.7364,26.5569,
Thread_11,26.1262,24.8762,24.1863,26.6993,25.6624,26.7484,26.7838,26.5827,26.3841,25.9491,
Thread_12,24.4151,23.2858,23.1605,23.1715,22.757,22.9477,22.978,23.0214,22.119,22.5556,
Thread_13,22.5914,23.0056,22.6789,24.1992,22.7347,22.69,25.8648,23.5441,23.7189,23.5239,
Thread_14,20.8777,20.9294,20.8679,21.1563,21.2162,19.8922,19.8292,20.299,20.7535,20.6019,
Thread_15,23.3569,21.951,22.0186,22.6523,23.081,21.1723,23.7287,23.0725,21.0716,23.3881,
Thread_16,26.9208,24.789,25.0282,23.546,25.2715,29.9753,31.2877,38.1275,24.6595,45.8111,
