Thread_1,279.867,279.052,279.396,276.01,279.506,281.881,285.153,280.359,289.556,295.948
Thread_2,166.222,173.716,193.635,165.005,165.516,163.326,163.41,166.156,162.939,165.345
Thread_3,119.044,117.678,117.945,117.871,117.445,117.496,118.594,118.819,118.242,117.486
Thread_4,83.6544,83.6039,83.121,83.8299,83.2391,83.7754,83.4746,83.3434,84.008,83.8833
Thread_5,68.6435,69.0491,68.7836,67.7707,68.8505,68.9111,69.3064,68.2924,67.8599,69.1176
Thread_6,64.848,64.5656,64.6569,65.1308,65.2802,65,65.6526,65.1151,65.484,64.6479
Thread_7,63.7268,64.1162,63.9019,64.2346,63.8325,63.615,62.9967,63.716,65.2655,63.9801
Thread_8,62.1708,61.9582,62.4773,61.8183,61.8395,60.4038,61.4907,62.3998,62.2325,62.1928
Thread_9,64.0605,61.5958,59.407,61.2418,61.406,61.7092,61.0238,60.66,61.6594,62.3526
Thread_10,56.9371,55.9197,56.7911,56.8617,57.7535,56.2334,56.3228,56.0409,56.0426,54.966
Thread_11,53.9258,54.5443,53.9598,53.375,54.6248,53.3034,53.1589,55.0697,52.8723,53.7511
Thread_12,54.5822,54.6359,54.5696,52.8629,54.1839,55.0354,54.3905,54.2142,53.514,52.9938
Thread_13,54.2332,54.6049,55.3933,54.4418,55.5105,53.9485,55.4898,55.4973,53.9204,52.5169
Thread_14,49.8113,50.066,50.5714,52.4353,51.3473,50.2544,50.8064,50.9628,48.9164,49.9099
Thread_15,50.6033,48.1393,50.5337,48.1489,50.6585,51.5674,48.9441,51.2066,48.2156,50.586
Thread_16,44.5455,45.0373,44.6224,45.0268,44.4385,45.4155,43.2297,45.183,44.5159,44.4831
Thread_17,45.746,49.4188,48.3436,46.6761,46.2422,48.416,49.9846,46.1256,48.995,49.6041
Thread_18,50.3274,49.3011,48.0288,49.1355,51.4223,48.8631,50.3646,48.3713,48.0075,50.3773
Thread_19,45.5423,45.6939,46.1161,44.1577,45.7954,46.1056,45.8364,45.7572,46.4595,46.9125
Thread_20,43.6901,45.5788,45.5633,45.0548,45.2413,43.4022,45.093,44.3137,43.8468,46.0827
Thread_21,44.9856,45.5238,42.8682,42.9272,44.6948,43.0487,44.7057,43.8176,44.7045,44.3332
Thread_22,42.7156,42.8688,43.5986,44.5194,43.8241,42.8959,43.7483,43.1583,43.1398,42.0851
Thread_23,42.2525,41.8067,43.0169,43.5263,41.2272,42.0604,41.1535,42.4819,41.4764,42.3443
Thread_24,42.8341,41.987,42.1277,42.1694,42.4896,42.5305,42.2264,41.5136,41.8684,43.4972
Thread_25,40.57,41.482,42.2102,41.7593,42.3003,40.9274,41.2889,40.6761,41.9103,41.1006
Thread_26,43.163,42.2835,42.1404,42.4513,42.8043,42.3849,41.8024,42.095,42.3555,43.3885
Thread_27,42.429,42.6552,42.2939,41.3871,42.7094,41.9181,42.2393,42.2869,42.1192,41.1315
Thread_28,44.3597,44.4938,44.8504,45.5345,45.7896,45.4859,45.4422,45.3503,45.0102,44.7015
Thread_29,39.9527,40.0697,40.3859,40.4332,39.7688,40.1105,39.7283,39.6675,39.6906,40.0596
Thread_30,44.0168,44.1519,44.5193,44.19,44.4778,44.4827,44.2274,44.0564,43.9259,44.1571
Thread_31,39.7695,39.1978,38.8756,39.1484,39.5565,39.4936,39.2417,39.1142,38.7791,39.4559
Thread_32,38.9532,38.6588,38.8164,38.6034,38.6223,39.642,38.4525,39.1345,38.7897,38.7915
Thread_33,39.1376,37.4907,38.7454,37.6391,37.2625,37.3461,37.5023,42.2074,38.094,37.4666
Thread_34,40.4111,39.0468,40.8326,43.0196,39.7883,42.4937,40.4083,39.6777,39.2314,39.7432
Thread_35,39.13,41.2285,39.9533,39.1936,39.9257,39.1568,37.9302,40.0877,40.1975,40.7217
Thread_36,39.058,40.7592,40.2168,40.6901,40.429,40.5669,40.8393,39.8243,40.0435,37.5521
Thread_37,41.166,40.1197,39.0317,40.2306,40.7023,38.6839,39.8236,40.522,38.8072,39.8197
Thread_38,39.0719,41.597,40.2308,38.2072,40.579,40.1271,38.997,41.3546,40.1023,39.5872
Thread_39,42.7917,43.3698,43.0653,41.6391,42.6688,44.2499,43.8181,44.4478,42.0433,42.1651
