Thread_1,159.518,159.908,,159.202,158.89,158.513,159.769,159.803,159.195,156.302
Thread_2,88.7251,89.1227,88.721,88.6694,88.7257,88.1918,88.8364,88.9693,88.8072,88.8214
Thread_3,58.7278,58.6405,57.6525,59.0598,58.3169,57.7339,59.0028,58.8362,59.0498,58.1297
Thread_4,44.772,44.8264,45.2433,44.495,45.0377,44.1082,45.0657,44.5318,44.6616,44.5249
Thread_5,36.866,35.4517,36.3008,36.5055,35.3865,35.9124,35.8823,35.8581,36.5739,36.1547
Thread_6,32.198,31.4409,31.7285,31.6436,31.8845,31.6886,31.3796,31.7031,31.3798,31.1202
Thread_7,28.6646,28.0831,28.6878,28.2584,27.9793,28.371,28.2623,28.7411,27.9947,28.3011
Thread_8,25.7128,25.6233,25.73,25.8314,25.6356,25.8911,26.2528,25.6874,25.6715,25.778
Thread_9,24.0836,24.4585,24.1826,24.275,24.4331,24.1774,24.4567,24.2989,24.6081,24.0654
Thread_10,22.8826,22.896,22.7925,22.592,22.7029,22.707,22.5725,22.6669,22.6346,22.7538
Thread_11,21.8338,21.8325,21.8273,21.6038,21.9687,21.7224,21.6902,21.6029,21.673,21.5618
Thread_12,20.5256,20.5112,20.4697,20.4698,20.6075,20.6888,20.6337,20.505,20.5984,20.7176
Thread_13,19.7957,19.6969,19.6228,19.6946,19.5992,19.6033,19.6783,19.5913,19.6778,19.6306
Thread_14,19.0784,19.0369,19.1306,18.9473,19.1562,19.138,19.1453,18.9867,19.0396,19.0601
Thread_15,18.4853,18.5626,18.5923,18.4857,18.5965,18.6774,18.4704,18.5966,18.5603,18.6452
Thread_16,18.2719,18.1223,18.1125,18.0195,18.0789,18.2215,18.1155,18.0142,18.0918,18.1548
Thread_17,17.9149,18.2608,17.7954,17.8369,17.7953,17.8647,17.8481,17.8326,17.918,17.9004
Thread_18,17.4801,17.6141,17.5323,17.5273,17.7116,17.5685,17.6246,17.7198,17.5353,17.3598
Thread_19,17.3117,17.4565,17.4782,17.2871,17.5287,17.2627,17.371,17.4331,17.305,17.4197
Thread_20,17.6681,17.6361,17.4638,17.4695,17.519,17.4911,17.465,17.5618,17.5586,17.7047
Thread_21,17.0033,16.7996,17.0461,16.841,16.8768,17.0861,17.166,17.2144,16.8865,17.0751
Thread_22,16.7536,16.6273,16.6324,16.6909,16.6573,16.7315,16.6211,16.5918,16.7277,16.7059
Thread_23,16.8308,16.8789,16.8966,16.8225,16.9699,16.8379,16.9607,16.9632,16.8428,16.9613
Thread_24,16.6748,16.6318,16.7681,16.7462,16.6667,16.6888,16.7232,16.631,16.6756,16.6278
Thread_25,16.3685,16.1147,16.2217,16.1867,16.2848,16.3444,16.3993,16.1659,16.1096,16.1261
Thread_26,15.8815,16.2007,16.0501,16.0221,16.0116,16.0412,15.9899,16.0916,16.0604,16.0751
Thread_27,15.8665,15.7706,15.9221,15.7909,15.9416,15.8043,15.9393,15.8415,15.815,15.7809
Thread_28,15.6389,15.6532,15.6995,15.6359,15.6892,15.7557,15.6928,15.5183,15.6343,15.6241
Thread_29,15.8366,15.9035,15.903,15.9059,15.8053,15.8128,15.8654,15.9188,15.9451,15.8625
Thread_30,15.8379,15.7923,15.7592,15.7961,15.7252,15.6896,15.7052,15.733,15.7993,15.7352
Thread_31,15.5894,15.6283,15.6344,15.6612,15.7364,15.7962,15.6243,15.7709,15.6437,15.7184
Thread_32,15.2208,15.1464,15.291,15.2296,15.2859,15.2762,15.2337,15.2136,15.148,15.1846
Thread_33,16.3686,16.0016,15.9953,16.2666,15.8391,16.3522,16.0045,15.7798,15.9635,16.3571
Thread_34,16.2299,16.3282,16.353,16.2393,16.2881,15.805,15.9636,16.2722,16.1283,16.3554
Thread_35,16.1729,16.2021,16.1158,16.0523,15.9869,16.0989,16.0869,16.0817,16.0174,16.2177
Thread_36,15.9014,16.1022,15.933,16.0279,16.0935,16.0648,15.9848,15.9839,15.9905,16.1209
Thread_37,15.9601,15.9943,16.0243,15.9863,15.9751,15.8613,15.8997,15.98,15.9544,15.9559
Thread_38,15.777,15.865,15.8311,15.8562,15.8626,15.8804,15.8186,15.8998,15.9023,15.7566
Thread_39,15.8211,15.8267,15.757,15.8873,15.7571,15.8153,15.8777,15.7924,15.7342,15.7571
Thread_40,15.6965,15.727,15.7034,15.7388,15.6946,15.6741,15.814,15.6699,15.6536,15.7549
Thread_41,15.7217,15.6468,15.6945,15.7298,15.6463,15.6858,15.6856,15.6758,15.6883,15.6565
Thread_42,15.7325,15.6105,15.7491,15.6161,15.616,15.6185,15.7594,15.6858,15.6839,15.5295
Thread_43,15.5313,15.622,15.5819,15.51,15.6065,15.5932,15.5794,15.6379,15.6118,15.5837
Thread_44,15.3213,15.1841,15.1896,15.1545,15.1863,15.2056,15.2335,15.2316,15.1853,15.1376
Thread_45,15.552,15.5278,15.5512,15.5592,15.5991,15.492,15.4513,15.5665,15.603,15.6139
Thread_46,15.5105,15.4566,15.4843,15.4434,15.4623,15.4556,15.4376,15.5006,15.4677,15.4805
Thread_47,15.4227,15.4082,15.4265,15.4394,15.4083,15.4421,15.3773,15.4673,15.4138,15.3988
Thread_48,15.4139,15.3978,15.401,15.3927,15.4075,15.4124,15.4004,15.4001,15.4402,15.3623
Thread_49,15.3366,15.4099,15.5168,15.3626,15.4914,15.3391,15.373,15.3528,15.3608,15.3874
Thread_50,15.3756,15.4463,15.376,15.3777,15.3445,15.3432,15.4031,15.4012,15.4115,15.3844
Thread_51,15.3583,15.342,15.4056,15.3851,15.357,15.3689,15.3298,15.374,15.3651,15.3823
