.002682058,.017452
.204336563,.027133
.399739122,.442100
.560805156,1.021396
.786689294,1.576057
.944673148,2.133228
1.095394302,2.658451
1.253614928,3.208740
1.398809681,3.576011
1.536736096,4.009822
1.676623580,4.349220
1.811438381,4.760540
1.945616137,4.974819
2.072755537,5.225914
2.201896555,5.365646
2.335561424,5.469074
2.466970208,5.535678
2.608509675,5.665592
2.742255234,5.810417
2.873923102,5.851627
3.004914396,5.887630
3.150478611,5.922878
3.286665563,5.957118
3.419501697,6.018646
3.553410521,6.304862
3.684750045,6.319690
3.853692011,6.319690
3.989745625,3.476989
4.123843340,2.867248
4.254895290,2.867248
4.386102411,2.874004
4.528601808,3.314956
4.712240031,3.327159
4.894217531,3.410415
5.089226868,3.427230
5.293680141,3.427230
5.523502228,3.427230
5.721716791,3.427230
5.926853871,3.427230
6.117868908,3.427230
6.321196788,3.427230
6.539868975,3.427230
6.714603493,3.427230
6.911860632,3.427230
7.119306501,3.427230
7.314834368,3.427230
7.528136016,3.427230
7.711262605,3.427230
7.873064417,3.427230
8.042792635,3.427230
8.213336845,3.427230
8.406397820,3.427230
8.638223345,3.427230
8.836780822,3.427230
9.044854892,3.427230
9.253329909,3.427230
9.450636907,3.427230
9.670829855,3.427230
9.881650895,3.427230
10.079487938,3.427230
10.298368303,3.427230
10.501673451,3.427230
10.704016322,3.427230
10.908559687,3.427230
11.119768176,3.427230
11.318868271,3.427230
11.533301799,3.427230
11.747662999,3.427230
11.938455244,3.427230
12.136683999,3.427230
12.344152600,3.427230
12.541553902,3.427230
12.751563154,3.427230
12.944475578,3.427230
13.135400675,3.427230
13.344451539,3.427230
13.543364898,3.427230
13.750514073,3.427230
13.948877957,3.427230
14.138710348,3.427230
14.345170785,3.427230
14.553102375,3.427230
14.758679342,3.427230
14.950661957,3.427230
15.173098340,3.427230
15.383003001,3.427230
15.579011872,3.427230
15.791823335,3.427230
16.008815419,3.427230
16.201194306,3.427230
16.404783896,3.427230
16.601888938,3.427230
16.811298660,3.427230
16.995934838,3.427230
17.192569663,3.427230
17.399967165,3.427230
17.610571896,3.427230
17.818067354,3.427230
18.014730415,3.427230
18.210460903,3.427230
18.405577855,3.427230
18.612552707,3.427230
18.813573436,3.427230
19.000138064,3.427230
19.208833517,3.427230
19.412838818,3.427230
19.619937708,3.427230
19.809491995,3.427230
20.009645623,3.427230
20.201767277,3.427230
20.402951369,3.427230
20.613284392,3.427230
20.803127591,3.427230
21.014358665,3.428092
21.209677237,3.428092
21.424253338,3.428092
21.614763572,3.428092
21.810351477,3.428092
22.011119386,3.428092
22.213031083,3.428092
22.439276790,3.428092
22.635619339,3.428092
22.833618786,3.428092
23.028974652,3.428092
23.241481791,3.428092
23.445810492,3.428092
23.637518671,3.428092
23.851620940,3.428092
24.048607259,3.428092
24.263692017,3.428092
24.460888403,3.428092
24.660128150,3.428092
24.853119297,3.428092
25.059970745,3.428092
25.260060364,3.428092
25.490598044,3.428092
25.688790021,3.428092
25.892628124,3.428092
26.100587370,3.428092
26.307666894,3.428092
26.493122842,3.428092
26.692383470,3.428092
26.912505695,3.428092
27.141339883,3.428092
27.322382517,3.428092
27.523706099,3.428092
27.715176314,3.428092
27.928741698,3.428092
28.139390694,3.428092
28.330389713,3.428092
28.561651214,3.428092
28.760163851,3.428092
28.980684227,3.428092
29.160001097,3.428092
29.373203581,3.428092
29.568703263,3.428092
29.775706992,3.428092
29.981602937,3.428092
30.176292837,3.428092
30.382910258,3.428092
30.578295754,3.428092
30.789084263,3.428092
30.981764897,3.428092
31.189747463,3.428092
31.400684206,3.428092
31.608880474,3.428092
31.799156145,3.428092
32.009465958,3.428092
32.200202112,3.428092
32.412939432,3.428092
32.624635697,3.428092
32.818730529,3.428092
33.020790437,3.428092
33.255044220,3.428092
33.494780913,3.428092
33.700887229,3.428092
33.894069181,3.428092
34.100361824,3.428092
34.310816516,3.428092
34.515877987,3.428092
34.698907911,3.428092
34.908556949,3.428092
35.104227137,3.428092
35.315276926,3.428092
35.516684020,3.428092
35.707854477,3.428092
35.913312772,3.428092
36.130482843,3.428092
36.340560145,3.428092
36.530529062,3.428092
36.737691562,3.428092
36.957641653,3.428092
37.144975771,3.428092
37.341040047,3.428092
37.534844411,3.428092
37.752693370,3.428092
37.961492081,3.428092
38.157672870,3.428092
38.356169379,3.428092
38.555369443,3.428092
38.760374880,3.428092
38.953244151,3.428092
39.155399620,3.428092
39.348509260,3.428092
39.566497647,3.428092
39.769563531,3.428092
39.968760184,3.428092
40.171949512,3.428092
40.382838208,3.428092
40.578928958,3.428092
40.780971548,3.428092
40.969806892,3.428092
41.181459583,3.428092
41.396778538,3.428092
41.584966305,3.428092
41.785574843,3.428092
41.986217141,3.428092
42.185365521,3.428092
42.357865865,3.428092
42.523919132,3.428092
42.736391970,3.428092
42.901774122,3.428092
43.145224745,3.428092
43.347945495,3.428092
43.575932498,3.428092
43.801014420,3.428092
44.035916755,3.428092
44.241956132,3.428092
44.461000840,3.428092
44.694353530,3.428092
44.923162509,3.428092
45.149424597,3.428092
45.389012004,3.428092
45.606158711,3.428092
45.813109909,3.428092
46.056961684,3.428092
46.297348371,3.428092
46.499479171,3.428092
46.711683960,3.428092
46.931356561,3.428092
47.157618179,3.428092
47.385655397,3.428092
47.629750284,3.428092
47.867109777,3.428092
48.072683650,3.428092
48.307356348,3.428092
48.537134175,3.428092
48.772376101,3.428092
49.009031173,3.428092
49.245121619,3.428092
49.462175819,3.428092
49.665700030,3.428092
49.905942332,3.428092
50.139534224,3.428092
50.367914535,3.428092
50.567591803,3.428092
50.821120567,3.428092
51.063485544,3.428092
51.304718704,3.428092
51.513190307,3.428092
51.725998285,3.428092
51.954318755,3.428092
52.196633633,3.428092
52.430491556,3.428092
52.648720945,3.428092
52.872808298,3.428092
