Thread_1,0.31678,0.313208,0.315377,0.31476,0.314316,0.315803,0.315103,0.314237,0.315204,0.316553
Thread_2,0.203573,0.204923,0.201116,0.200598,0.201738,0.20223,0.204973,0.202069,0.200759,0.201199
Thread_3,0.149082,0.141338,0.151676,0.137725,0.137756,0.139095,0.137755,0.139009,0.145214,0.140485
Thread_4,0.135295,0.118393,0.141404,0.137213,0.117712,0.14137,0.111643,0.128181,0.116747,0.14408
Thread_5,0.130227,0.0983538,0.0974362,0.109661,0.123561,0.120505,0.118655,0.121765,0.128118,0.121422
Thread_6,0.111608,0.107999,0.106012,0.100424,0.119743,0.111201,0.120631,0.102195,0.114987,0.111551
Thread_7,0.110186,0.0878324,0.105481,0.103749,0.107982,0.10749,0.110497,0.108911,0.111604,0.102132
Thread_8,0.0906484,0.0885098,0.0939876,0.0949845,0.0972056,0.0951144,0.096124,0.102576,0.100255,0.1022
Thread_9,0.0897667,0.0906987,0.0913212,0.0893397,0.0961249,0.0910802,0.0935632,0.0869608,0.0950436,0.0890068
Thread_10,0.0851934,0.0840584,0.0882875,0.0825623,0.0826766,0.0843963,0.0874303,0.0916788,0.0850452,0.082493
Thread_11,0.0825447,0.0865028,0.0932437,0.0821667,0.0859464,0.0937322,0.0876859,0.0827795,0.0856242,0.0859282
Thread_12,0.0880515,0.0834958,0.0868307,0.0844657,0.0891829,0.0867601,0.0830647,0.0864198,0.0851814,0.0859852
Thread_13,0.0810725,0.0839405,0.0811564,0.0826931,0.0815657,0.0812418,0.0809796,0.0812829,0.0817587,0.0817251
Thread_14,0.0827959,0.0855327,0.0815539,0.0820795,0.080469,0.0807856,0.0825345,0.0793123,0.0822121,0.0805215
Thread_15,0.0888733,0.0864259,0.0857425,0.0861592,0.0873508,0.0874573,0.0864849,0.0870284,0.095264,0.0884341
Thread_16,0.0883469,0.0883083,0.090185,0.0928573,0.0902152,0.0924348,0.127914,0.0887529,0.0901821,0.0890766
