Thread_1,119.203,119.193,118.921,118.969,118.905,
Thread_2,61.3211,61.0632,61.4637,61.2529,61.2388,
Thread_3,41.0789,41.5751,41.4822,41.5517,41.4857,
Thread_4,30.8515,30.9297,30.9466,30.9873,30.9494,
Thread_5,26.5916,26.4315,26.6091,26.6648,26.5836,
Thread_6,22.2209,22.1661,22.3071,22.1199,22.0963,
Thread_7,17.978,17.9597,17.9678,17.9954,18.0431,
Thread_8,15.8253,15.9158,15.894,15.8656,15.8185,
Thread_9,15.6146,15.8073,15.8604,15.6496,15.6463,
Thread_10,13.7806,13.8094,13.8899,13.8346,13.703,
Thread_11,13.6896,13.5297,13.5712,13.5483,13.5815,
Thread_12,11.6287,11.6416,11.5738,11.6205,11.7115,
Thread_13,11.6147,11.6276,11.5337,11.5887,11.6519,
Thread_14,9.38587,9.38074,9.45429,9.41543,9.34669,
Thread_15,9.38836,9.46836,9.3346,9.37114,9.38306,
Thread_16,9.4118,9.441,9.3796,9.41174,9.4329,
Thread_17,9.32538,9.26896,9.38983,9.34956,9.2552,
Thread_18,9.25248,9.25373,9.29971,9.2871,9.23602,
Thread_19,7.31047,7.30936,7.31716,7.34216,7.21578,
Thread_20,7.325,7.23276,7.30366,7.28756,7.28413,
Thread_21,7.32444,7.35664,7.37146,7.25572,7.31151,
Thread_22,7.3064,7.31404,7.4713,7.42344,7.27546,
Thread_23,7.30428,7.21444,7.24983,7.23699,7.35385,
Thread_24,7.24902,7.18956,7.33143,7.14194,7.27366,
Thread_25,7.28606,7.25607,7.26243,7.44516,7.25833,
Thread_26,7.22405,7.17385,7.20871,7.33305,7.25547,
Thread_27,7.10778,7.11527,7.19468,7.12246,7.13619,
Thread_28,4.91235,4.89913,4.78081,4.76922,4.90506,
Thread_29,4.72944,4.66661,4.88622,4.62988,4.71975,
Thread_30,4.79373,4.738,4.58916,4.65042,4.80458,
Thread_31,4.52615,4.66928,4.56402,4.6875,4.83336,
Thread_32,4.59654,4.82507,4.87959,4.69569,4.66077,
Thread_33,4.6442,7.56309,4.61217,7.37528,7.6276,
Thread_34,7.48363,7.61719,7.37374,7.70807,7.59247,
Thread_35,7.68332,7.60189,7.70862,7.60954,7.72032,
Thread_36,7.41508,7.50399,7.74225,7.62218,7.71734,
Thread_37,7.64084,7.76768,7.4926,7.71689,7.75903,
Thread_38,7.62103,7.7934,7.5008,7.81716,7.52934,
Thread_39,7.6936,7.56361,7.85795,7.5846,7.74388,
Thread_40,7.68332,7.83562,7.80806,7.69306,7.78931,
Thread_41,7.6923,7.49231,7.46027,7.54881,7.77956,
Thread_42,7.78117,7.69537,7.78938,7.69594,7.71821,
Thread_43,7.76034,7.78802,7.83208,7.76434,7.70456,
Thread_44,7.59197,7.85716,7.65647,7.56569,7.80277,
Thread_45,7.4952,7.77208,7.79109,7.69951,7.5148,
Thread_46,7.88142,7.50253,7.82732,7.62414,7.54862,
Thread_47,7.58961,7.81536,7.62189,7.7281,7.74957,
Thread_48,7.84133,7.54444,7.83383,7.85284,7.79273,
Thread_49,7.56763,7.58653,7.81561,7.7047,7.61179,
Thread_50,7.63964,7.48327,7.72316,7.6232,7.46908,
Thread_51,7.66186,7.6294,7.82722,7.59805,7.82225,
Thread_52,7.50359,7.64702,7.60064,7.87681,7.5121,
Thread_53,7.65861,7.59104,7.52329,7.58784,7.59766,
Thread_54,7.55686,7.56495,7.56864,7.5568,7.59069,
Thread_55,7.55497,4.48052,7.57213,7.6169,7.56856,
Thread_56,4.33325,4.38708,4.36222,4.35646,4.4305,
Thread_57,4.44294,4.41727,4.37847,4.37446,4.38119,
Thread_58,4.46007,4.47327,4.50483,4.49823,4.5522,
Thread_59,4.53947,4.48704,4.51863,4.56373,4.49782,
Thread_60,4.59898,4.55734,4.46997,4.49609,4.48733,
Thread_61,4.84852,4.54718,4.55828,4.54709,4.56673,
Thread_62,4.61371,4.60635,4.63331,4.56772,4.58746,
Thread_63,4.73634,4.86272,4.73929,4.64359,4.95147,
Thread_64,5.27474,5.45037,5.26725,5.28017,5.30408,
