Thread_1,303.062,302.196,303.646,301.305,302.442,
Thread_2,158.528,158.887,158.072,158.237,159.408,
Thread_3,106.232,107.37,107.469,106.886,106.807,
Thread_4,77.3486,77.9738,77.929,78.0803,77.9177,
Thread_5,62.371,62.7211,62.771,62.5415,62.7018,
Thread_6,53.1511,53.3199,53.2943,53.3293,53.4627,
Thread_7,45.437,45.4015,45.5363,45.3121,45.4852,
Thread_8,40.5446,40.5198,40.5148,40.3752,40.4608,
Thread_9,37.4329,37.1309,37.2189,37.2966,37.3144,
Thread_10,33.5224,33.3194,33.4898,33.3651,33.4261,
Thread_11,30.7099,30.8269,30.7229,30.7382,30.825,
Thread_12,28.6564,28.5537,28.6202,28.6633,28.7126,
Thread_13,26.7642,26.7202,26.7891,26.7451,26.7639,
Thread_14,25.507,25.2837,25.2431,25.375,25.324,
Thread_15,24.0274,24.0255,24.0364,23.9883,24.1548,
Thread_16,22.6224,22.6898,22.6886,22.7146,22.6996,
Thread_17,21.8775,21.9259,21.8208,21.7424,21.7921,
Thread_18,20.7584,20.8372,20.9743,20.7885,20.785,
Thread_19,20.0108,19.8828,20.048,20.0526,20.0285,
Thread_20,19.1365,19.1164,19.1858,19.0478,19.0674,
Thread_21,18.6195,18.5094,18.5553,18.5326,18.4924,
Thread_22,17.6665,17.7758,17.8917,17.7772,17.695,
Thread_23,17.4304,17.3923,17.4141,17.2686,17.3375,
Thread_24,16.8637,16.8672,16.8286,16.873,16.9178,
Thread_25,16.2616,16.2752,16.2228,16.2942,16.4002,
Thread_26,15.9421,15.9396,15.8979,15.808,15.8574,
Thread_27,15.5207,15.5364,15.5445,15.5949,15.5434,
Thread_28,13.6303,13.6272,13.5161,13.6855,13.5985,
Thread_29,13.0861,13.0919,13.1686,13.1463,13.2182,
Thread_30,12.9276,12.8136,12.782,12.7761,12.8144,
Thread_31,12.6142,12.538,12.6336,12.6793,12.5943,
Thread_32,12.8553,12.6609,12.3685,12.3618,12.3242,
Thread_33,16.0687,15.5583,15.9346,15.5639,16.2134,
Thread_34,16.4646,16.3228,15.9618,16.021,15.9319,
Thread_35,16.1875,16.0145,15.9259,16.1945,15.9515,
Thread_36,15.7277,15.7569,15.823,15.7763,15.7619,
Thread_37,15.3672,15.4979,15.769,15.5367,15.3045,
Thread_38,15.4036,15.3292,15.4344,15.4743,15.122,
Thread_39,15.0302,16.7978,15.1885,14.8784,15.1356,
Thread_40,14.7884,14.9717,14.7691,14.924,14.8389,
Thread_41,14.7629,14.7656,14.5214,14.6767,14.7784,
Thread_42,14.4711,14.5217,14.4471,14.6015,14.6238,
Thread_43,14.3431,14.4718,14.337,14.3795,14.5129,
Thread_44,14.3284,14.2958,14.3056,14.2939,14.3393,
Thread_45,14.0673,14.1151,13.9568,14.0293,14.1253,
Thread_46,13.929,13.9352,13.983,13.9682,13.9144,
Thread_47,13.8273,13.8837,13.8743,13.7487,13.8377,
Thread_48,13.82,13.7771,13.6719,13.7794,13.7734,
Thread_49,13.6405,13.576,13.5527,13.641,13.5361,
Thread_50,13.5051,13.379,13.5561,13.5087,13.4884,
Thread_51,13.3243,13.365,13.4425,13.3753,13.3994,
Thread_52,13.2551,13.3007,13.3186,13.3083,13.2074,
Thread_53,13.1172,13.1381,13.1136,13.1063,13.1665,
Thread_54,13.0678,13.082,13.0884,13.0995,13.1409,
Thread_55,13.0236,13.0527,13.0668,13.0383,13.0909,
Thread_56,12.9933,12.8608,12.9314,13.0124,12.9579,
Thread_57,12.9175,12.9546,12.9864,12.8921,12.9335,
Thread_58,12.8379,13.0037,12.8966,12.9109,13.0613,
Thread_59,12.794,12.7991,12.8037,12.8153,12.7924,
Thread_60,12.8651,12.8538,12.8406,12.8629,12.8584,
Thread_61,12.6959,13.053,12.7304,13.0089,12.7803,
Thread_62,12.8395,12.984,12.8345,12.8687,13.0488,
Thread_63,13.1602,12.727,12.9763,12.8523,12.9394,
Thread_64,13.7936,13.6577,13.4609,13.8415,13.6486,
